Name,SAL_CODE,geo
4441,5060056,"list(c(30.4648860716075, 30.4648579084128, 30.4648968004436, 30.4649263047427, 30.4648860716075, -30.7199227142695, -30.7199457725389, -30.7199838186714, -30.7199630662373, -30.7199227142695))"
4450,5060056,"list(c(30.4654497726602, 30.4654685481233, 30.4654953702135, 30.4654779358549, 30.4654497726602, -30.7180955377476, -30.7181612550462, -30.7181577962421, -30.7180932318767, -30.7180955377476))"
4455,7972437,"list(c(28.3729910523502, 28.3730125100224, 28.3729293615429, 28.3729079038708, 28.3729910523502, -26.3553050972934, -26.355291878506, -26.355180119607, -26.3551921366982, -26.3553050972934))"
4458,2991483,"list(c(25.5599657720679, 25.5599832064265, 25.5600770837421, 25.560063672697, 25.5599657720679, -33.925994911115, -33.9260071518453, -33.9259470609708, -33.9259359330264, -33.925994911115))"
4463,2991483,"list(c(25.5596978381131, 25.5597139313672, 25.5597340479348, 25.5597192957852, 25.5596978381131, -33.926045871833, -33.9260603381418, -33.9260525485912, -33.9260336311083, -33.926045871833))"
4468,2991483,"list(c(25.5587414678905, 25.5587709721897, 25.5587991353844, 25.5587696310852, 25.5587414678905, -33.9249494539065, -33.9249895149634, -33.9249750484728, -33.9249361002167, -33.9249494539065))"
4482,1660246,"list(c(18.9623786065428, 18.9623692188113, 18.9624402973502, 18.9624523672907, 18.9623786065428, -33.7322420386531, -33.7322810747923, -33.7322788441563, -33.7322409233346, -33.7322420386531))"
4491,1660246,"list(c(18.9607616795955, 18.9607764317451, 18.9607992305217, 18.9607817961631, 18.9607616795955, -33.7340195769776, -33.7340831487925, -33.7340742264353, -33.7340151157958, -33.7340195769776))"
4501,1660246,"list(c(18.9599092875776, 18.9599092875776, 18.9599347685633, 18.9599294041452, 18.9599092875776, -33.7323388158573, -33.7323700447349, -33.7323700447349, -33.7323432771262, -33.7323388158573))"
4503,1660246,"list(c(18.9592213009653, 18.95924946416, 18.9592668985185, 18.9592427586374, 18.9592213009653, -33.7320555248059, -33.7320822925043, -33.7320666780146, -33.7320421409536, -33.7320555248059))"
4507,1660246,"list(c(18.9588752960024, 18.9588766371069, 18.9588967536745, 18.958900776988, 18.958898094779, 18.9588887070474, 18.9588752960024, -33.7320332183842, -33.7320711392977, -33.7320700239769, -33.7320577554478, -33.7320387949902, -33.7320309877417, -33.7320332183842))"
4512,1660246,"list(c(18.958379370437, 18.9583807115415, 18.9584920232156, 18.9584906821111, 18.958379370437, -33.7320185133214, -33.7320385891047, -33.7320307818562, -33.7320140520356, -33.7320185133214))"
4513,1660246,"list(c(18.9584142391542, 18.9584142391542, 18.958474588857, 18.958474588857, 18.9584142391542, -33.7320385891047, -33.7320586648833, -33.7320564342414, -33.7320363584624, -33.7320385891047))"
4515,1660246,"list(c(18.9581004206994, 18.9580990795949, 18.958117855058, 18.958120537267, 18.9581004206994, -33.7325393668448, -33.7325572118774, -33.7325572118774, -33.7325404821595, -33.7325393668448))"
4526,1660246,"list(c(18.9594813577009, 18.9594826988054, 18.9595470718218, 18.9595470718218, 18.9594813577009, -33.7338269592402, -33.733862648766, -33.733862648766, -33.7338236133464, -33.7338269592402))"
4527,1660246,"list(c(18.9590843907667, 18.9590857318712, 18.9591192594839, 18.9591192594839, 18.9590843907667, -33.7337299282666, -33.7337578107415, -33.733754464845, -33.7337310435658, -33.7337299282666))"
4545,1660246,"list(c(18.9572916870566, 18.957290345952, 18.9573091214152, 18.9573118036242, 18.9573278968783, 18.9573292379828, 18.9573037569971, 18.9573037569971, 18.9572916870566, -33.732468313257, -33.7324861583043, -33.7324861583043, -33.7324761204656, -33.732468313257, -33.7324538141533, -33.7324515835217, -33.7324660826258, -33.732468313257))"
4548,1660246,"list(c(18.9568598514052, 18.9568625336142, 18.9569429998846, 18.9569376354666, 18.9568598514052, -33.7323585324741, -33.7323841847613, -33.732377492861, -33.732355186523, -33.7323585324741))"
4559,1992522,"list(c(18.8133431663108, 18.8133498718333, 18.8134061982226, 18.8134035160136, 18.8133431663108, -34.0568802407908, -34.0568913515999, -34.0568757964667, -34.056861352412, -34.0568802407908))"
4562,1992522,"list(c(18.8139077713084, 18.8139131357265, 18.8139949431014, 18.8139828731608, 18.8139077713084, -34.0573046726627, -34.0573191166419, -34.0572980062099, -34.0572791179242, -34.0573046726627))"
4576,1992522,"list(c(18.8139789389706, 18.8140272187329, 18.8140526997185, 18.8140044199563, 18.8139789389706, -34.0582230652498, -34.0582952843386, -34.0582808405258, -34.0582130656788, -34.0582230652498))"
4583,1992522,"list(c(18.8166647952686, 18.8166822296272, 18.8166902762542, 18.8166741830001, 18.8166647952686, -34.0586799039266, -34.0586865702706, -34.0586721265245, -34.0586654601793, -34.0586799039266))"
4585,1992522,"list(c(18.8175016444812, 18.8175070088992, 18.8175982040057, 18.8175888162742, 18.8175016444812, -34.0587895768587, -34.0588073537521, -34.0587884658028, -34.0587729110178, -34.0587895768587))"
4588,1992522,"list(c(18.8180037044461, 18.8180171154912, 18.8180761240895, 18.8180627130445, 18.8180037044461, -34.0590248160612, -34.0590425929052, -34.0590092613196, -34.0589948176284, -34.0590248160612))"
4589,1992522,"list(c(18.8179420136388, 18.8179581068929, 18.8180922173436, 18.8180734418805, 18.8179420136388, -34.0590770355299, -34.0590959234149, -34.0590270381669, -34.0590103723727, -34.0590770355299))"
4617,1992522,"list(c(18.8176562789775, 18.8176831010677, 18.8177126053668, 18.8177018765308, 18.8177152875759, 18.8176991943218, 18.8176562789775, -34.0612157836658, -34.0612391151697, -34.0612213387863, -34.0612135616175, -34.0612013403507, -34.0611868970331, -34.0612157836658))"
4618,1992522,"list(c(18.8176857832767, 18.8176965121128, 18.817736745248, 18.8177260164119, 18.8176857832767, -34.0612580025729, -34.0612735569017, -34.0612502254073, -34.0612402261935, -34.0612580025729))"
4627,1992522,"list(c(18.8185145858623, 18.8184998337127, 18.818558842311, 18.8185695711471, 18.818553477893, 18.8185668889381, 18.8185373846389, 18.8185239735939, 18.8185145858623, -34.0627400950862, -34.0627589821548, -34.0627823132338, -34.0627678701857, -34.0627623151665, -34.0627423170945, -34.0627267630352, -34.0627467611109, -34.0627400950862))"
4633,1992522,"list(c(18.8172055150764, 18.8172296549575, 18.8172725703017, 18.8172457482116, 18.8172055150764, -34.0624392696244, -34.0624448246648, -34.0623526109478, -34.0623470559014, -34.0624392696244))"
4645,1992522,"list(c(18.8171618223487, 18.8171551168262, 18.8171819389163, 18.8171886444388, 18.8171618223487, -34.0631001323184, -34.0631212413052, -34.063129018299, -34.0631056873154, -34.0631001323184))"
4647,1992522,"list(c(18.8158126712142, 18.8157979190646, 18.8158488810359, 18.815862292081, 18.8158126712142, -34.0626568423813, -34.0626768404735, -34.0627079486076, -34.0626912835371, -34.0626568423813))"
4650,1992522,"list(c(18.8165301621257, 18.8165489375888, 18.816591852933, 18.8165730774699, 18.8165301621257, -34.0627235026703, -34.0627357237176, -34.0627001715751, -34.0626868395178, -34.0627235026703))"
4654,1992522,"list(c(18.8155551791488, 18.8155390858947, 18.8156141877471, 18.8156316221057, 18.8155551791488, -34.0621335572908, -34.0621535555065, -34.0622013290027, -34.0621835528212, -34.0621335572908))"
4655,1992522,"list(c(18.8153446257411, 18.815331214696, 18.8154317975341, 18.8154411852656, 18.8153446257411, -34.0618491377122, -34.0618613588856, -34.0619313528447, -34.0619191316814, -34.0618491377122))"
4666,1992522,"list(c(18.8143092930614, 18.8142958820163, 18.8143253863154, 18.8143441617785, 18.8143092930614, -34.0615058331212, -34.0615291645452, -34.0615447188243, -34.0615213874046, -34.0615058331212))"
4671,1992522,"list(c(18.8130276578005, 18.8130155878599, 18.8130491154726, 18.8130558209952, 18.8130276578005, -34.0607410819337, -34.0607544142971, -34.0607666356283, -34.0607566363574, -34.0607410819337))"
4679,1992522,"list(c(18.8134361300785, 18.8134535644371, 18.813516596349, 18.8135058675129, 18.8134361300785, -34.0601846814724, -34.0602024580731, -34.0601557944882, -34.0601424620306, -34.0601846814724))"
4682,1992522,"list(c(18.8142055237399, 18.8141599261866, 18.8141974771129, 18.8142457568751, 18.8142055237399, -34.0606480160695, -34.0607180110307, -34.0607380095804, -34.0606669036044, -34.0606480160695))"
4684,1992522,"list(c(18.8161632623569, 18.8161578979389, 18.8162209298507, 18.8162276353733, 18.8161632623569, -34.0607497946094, -34.0607664600616, -34.0607975688969, -34.0607831255105, -34.0607497946094))"
4687,1992522,"list(c(18.8159285690681, 18.8159178402321, 18.8159285690681, 18.8159205224411, 18.8159620966808, 18.8159701433078, 18.8159607555763, 18.8159714844124, 18.8159285690681, -34.0606575790481, -34.0606764665808, -34.0606820217367, -34.0606997982332, -34.0607164636952, -34.060702020295, -34.0606975761713, -34.0606820217367, -34.0606575790481))"
4688,1992522,"list(c(18.8156496193306, 18.8156442549125, 18.8157703187362, 18.8157743420498, 18.8156496193306, -34.0605464758288, -34.0605620302883, -34.060604249521, -34.0605920281663, -34.0605464758288))"
4695,1992522,"list(c(18.8150206413166, 18.8150394167797, 18.8150675799743, 18.8150434400932, 18.8150206413166, -34.0608197894866, -34.0608331218376, -34.0607853475701, -34.0607775703613, -34.0608197894866))"
4697,1992522,"list(c(18.8147551026241, 18.814741691579, 18.8148074056999, 18.8148194756405, 18.8147551026241, -34.0603276020608, -34.0603342682753, -34.0604075965999, -34.0603987083215, -34.0603276020608))"
4703,1992522,"list(c(18.8161230292217, 18.8161123003856, 18.8161525335209, 18.8161659445659, 18.8161230292217, -34.0602642729971, -34.0602909378718, -34.0603087144503, -34.0602842716539, -34.0602642729971))"
4707,1992522,"list(c(18.816783239051, 18.8168342010223, 18.8168516353809, 18.8168033556186, 18.816783239051, -34.0593909937146, -34.0594421019103, -34.059429880388, -34.0593787721849, -34.0593909937146))"
4708,1992522,"list(c(18.816159625455, 18.816156943246, 18.8162374095165, 18.8162427739345, 18.816159625455, -34.059497654262, -34.0595154310068, -34.0595443182093, -34.0595265414705, -34.059497654262))"
4716,1992522,"list(c(18.8153817848407, 18.8153951958858, 18.815435429021, 18.8154220179759, 18.8153817848407, -34.0594054373382, -34.0594221030548, -34.0593965489547, -34.0593832163777, -34.0594054373382))"
4717,1992522,"list(c(18.8154635922157, 18.8154488400661, 18.8154689566337, 18.8154810265743, 18.8154635922157, -34.0593832163777, -34.0593898826665, -34.0594098815296, -34.0593987710507, -34.0593832163777))"
4718,1992522,"list(c(18.8155950204574, 18.8156164781295, 18.8156379358016, 18.815615137025, 18.8155950204574, -34.0594287693405, -34.0594332135306, -34.0593821053295, -34.0593743279919, -34.0594287693405))"
4732,1992522,"list(c(18.8125395608425, 18.8125596774101, 18.8126106393814, 18.8125945461273, 18.8125395608425, -34.0602890626274, -34.0603057281702, -34.0602768412272, -34.0602612867154, -34.0602890626274))"
4761,1992522,"list(c(18.8136991231717, 18.8136910765446, 18.8137165575303, 18.8137259452618, 18.8136991231717, -34.063832792374, -34.0638527901887, -34.0638639000837, -34.0638439022716, -34.063832792374))"
4774,1992522,"list(c(18.8152894787932, 18.8152814321661, 18.8153136186743, 18.8153189830923, 18.8152894787932, -34.0646667450185, -34.064681187743, -34.0646945194865, -34.064676743828, -34.0646667450185))"
4778,1992522,"list(c(18.814770891581, 18.814765527163, 18.8147802793126, 18.8147869848351, 18.814770891581, -34.0634967052554, -34.0635044822147, -34.0635144811614, -34.0635055932089, -34.0634967052554))"
4783,1992522,"list(c(18.815859868441, 18.815846457396, 18.8158893727402, 18.8159001015763, 18.815859868441, -34.0630931570008, -34.0631075999935, -34.0631353749726, -34.0631231539829, -34.0630931570008))"
4792,1992522,"list(c(18.8136800966324, 18.8136546156468, 18.8136707089008, 18.813697530991, 18.8136800966324, -34.0628338997756, -34.062880561886, -34.0628894499041, -34.0628394547901, -34.0628338997756))"
4808,8730076,"list(c(30.7703906910657, 30.7704161720514, 30.7704349475145, 30.7704094665288, 30.7703906910657, -25.1092372731324, -25.1092737042469, -25.1092627749137, -25.1092239150544, -25.1092372731324))"
4813,8730076,"list(c(30.7685144858598, 30.7685010748147, 30.7684970515012, 30.768552036786, 30.7685600834131, 30.7685144858598, 30.7685144858598, -25.1085560092916, -25.1085535805367, -25.108575439329, -25.1085766537062, -25.1085341504959, -25.1085353648735, -25.1085560092916))"
4814,8730076,"list(c(30.7683830576181, 30.7683830576181, 30.7684071974992, 30.7684098797082, 30.7683830576181, -25.1085790824606, -25.1086009412483, -25.1085997268713, -25.1085790824606, -25.1085790824606))"
4817,8730076,"list(c(30.7704083466017, 30.7704110288107, 30.7704888128721, 30.7704941772901, 30.7704083466017, -25.1086226202781, -25.1086456934345, -25.1086396215516, -25.1086189771477, -25.1086226202781))"
4824,3830086,"list(c(24.7529051304771, 24.7529104948951, 24.7530794740631, 24.753074109645, 24.7529051304771, -28.7429026563148, -28.7429285252778, -28.7429073597631, -28.7428850183819, -28.7429026563148))"
4825,3830086,"list(c(24.7537352741672, 24.7537473441078, 24.7540611625625, 24.7540504337265, 24.7539069355442, 24.7539002300216, 24.7537352741672, -28.7421637693285, -28.7422307939207, -28.7421814073832, -28.7421355484347, -28.7421578899762, -28.7421367243054, -28.7421637693285))"
4836,3830086,"list(c(24.7515749458297, 24.7515950623973, 24.7515937212928, 24.7515736047252, 24.7515749458297, -28.7446596995496, -28.7446596995496, -28.7446091383176, -28.7446079624747, -28.7446596995496))"
4841,3830086,"list(c(24.7545629266723, 24.7545656088813, 24.7546098653301, 24.7546098653301, 24.7545629266723, -28.7444115965251, -28.7444609820082, -28.7444562786299, -28.7444127723702, -28.7444115965251))"
4844,3830086,"list(c(24.7545736555084, 24.7545749966129, 24.7546112064346, 24.7546085242255, 24.7545736555084, -28.7445174225318, -28.7445479944693, -28.7445479944693, -28.7445174225318, -28.7445174225318))"
4845,3830086,"list(c(24.7546179119571, 24.7546179119571, 24.7546500984653, 24.7546474162563, 24.7546179119571, -28.7445609287479, -28.7445926765158, -28.7445938523589, -28.744558577061, -28.7445609287479))"
4858,3830086,"list(c(24.7570351458733, 24.7570351458733, 24.757068673486, 24.757068673486, 24.7570351458733, -28.7452718756352, -28.7452906890003, -28.7452906890003, -28.7452718756352, -28.7452718756352))"
4878,1993185,"list(c(18.5360752176918, 18.5360913109459, 18.536115450827, 18.5360993575729, 18.5360752176918, -33.8980374850361, -33.8981053876981, -33.8980998219082, -33.8980330324007, -33.8980374850361))"
4887,1993185,"list(c(18.5360992446456, 18.5360965624365, 18.5361153378996, 18.5361180201087, 18.5360992446456, -33.8958616185103, -33.8958749767561, -33.8958794295043, -33.8958638448847, -33.8958616185103))"
4888,1993185,"list(c(18.536154044478, 18.5361594088961, 18.5361728199411, 18.5361687966276, 18.536154044478, -33.8965662467087, -33.8965840575555, -33.8965796048442, -33.8965640203526, -33.8965662467087))"
