Name,SAL_CODE,geo
4106,1990586,"list(c(18.6898376654872, 18.6898269366512, 18.6898913096675, 18.6899060618171, 18.6898376654872, -33.9304080238827, -33.9304236021865, -33.9304725625511, -33.9304625479334, -33.9304080238827))"
4107,1990586,"list(c(18.6899449538478, 18.6899342250118, 18.689969093729, 18.689979822565, 18.6899449538478, -33.9304669988747, -33.9304792389623, -33.9305014936625, -33.9304914790481, -33.9304669988747))"
4108,1990586,"list(c(18.6899315428027, 18.6899221550712, 18.6899530004749, 18.6899664115199, 18.6899315428027, -33.9304814644326, -33.9304925917831, -33.9305170719491, -33.9305059446018, -33.9304814644326))"
4110,1990586,"list(c(18.6926522882856, 18.6926549704946, 18.6927421422876, 18.6927434833921, 18.6926522882856, -33.9319953088037, -33.9320119995323, -33.9320164503927, -33.9319986469497, -33.9319953088037))"
4114,1990586,"list(c(18.6888035895972, 18.6888035895972, 18.6888384583144, 18.6888357761054, 18.6888035895972, -33.9316036238028, -33.9316225400485, -33.9316225400485, -33.9316002856413, -33.9316036238028))"
4118,1990586,"list(c(18.6897446288915, 18.6897339000555, 18.6897996141763, 18.6898076608034, 18.6897446288915, -33.9317961242253, -33.9318239421695, -33.931841745649, -33.9318183785814, -33.9317961242253))"
4123,1990586,"list(c(18.6894442214819, 18.689473725781, 18.6894831135126, 18.6894576325269, 18.6894442214819, -33.931486788074, -33.931499028015, -33.9314712099647, -33.9314578572973, -33.931486788074))"
4126,1990586,"list(c(18.691355295405, 18.6913324966283, 18.6913512720914, 18.6913794352861, 18.691355295405, -33.9321833491909, -33.9322456610899, -33.9322523373621, -33.932190025468, -33.9321833491909))"
4129,1990586,"list(c(18.691635586247, 18.6916288807245, 18.6916637494417, 18.6916731371732, 18.691635586247, -33.9322935076957, -33.9323146492106, -33.9323257763216, -33.9323057475207, -33.9322935076957))"
4135,7981395,"list(c(28.0184656928408, 28.0184777627814, 28.0185099492896, 28.018497879349, 28.0184656928408, -26.0044010730788, -26.0044119210625, -26.0043781717765, -26.0043673237896, -26.0044010730788))"
4140,7981395,"list(c(28.0183449934352, 28.0183543811667, 28.0184120486605, 28.018402660929, 28.0183449934352, -26.0051869466427, -26.0052038211708, -26.0051724827596, -26.0051544029032, -26.0051869466427))"
