SAL_CODE,african,coloured,indian,white,other
7972890,111,42,33,528,6
7973305,180,45,42,522,0
7973410,171,21,18,597,3
7973446,183,21,15,591,6
7973558,192,12,33,582,27
7973576,366,36,30,408,12
7974520,837,51,84,504,15
7974552,1005,78,63,426,9
7970191,138,9,3,156,0
7971292,126,24,33,324,12
7972952,81,15,18,609,12
7971471,69,6,18,441,6
7971733,63,6,9,477,18
7972614,165,15,30,447,15
7970484,78,6,6,291,3
7971137,105,18,18,354,3
7971375,60,18,18,432,6
7970750,126,21,66,216,9
7971285,117,24,39,336,0
7972210,102,33,69,417,12
7972531,90,39,30,492,12
7973073,90,57,72,522,9
7970591,69,27,66,243,9
7970073,123,6,0,0,9
7970323,153,15,33,126,27
7972335,165,15,45,399,18
7972365,138,24,75,405,0
7972846,198,63,99,342,9
7972896,348,30,60,282,0
7973763,558,66,69,189,15
7974247,510,108,102,405,6
7970117,63,15,48,108,15
7970460,138,18,63,147,12
7970594,123,15,60,171,39
7970696,144,24,42,213,6
7971258,111,27,57,234,81
7971305,225,27,78,153,36
7971393,153,27,81,156,114
7972955,240,24,90,318,54
7973300,156,36,384,174,39
7970481,60,3,24,297,0
7970709,69,6,30,327,0
7971182,45,6,21,423,6
7971277,57,6,12,429,9
7971353,192,15,30,288,0
7972448,72,18,18,546,0
7971368,129,18,39,342,0
7973395,267,15,84,411,27
7970465,378,0,0,3,0
7971334,522,0,0,0,0
7971425,534,3,0,0,0
7971592,549,3,0,0,0
7971603,549,9,0,0,0
7971796,579,0,0,0,0
7972250,633,3,0,0,0
7972275,633,3,0,0,0
7972317,633,0,0,0,6
7972396,648,0,0,0,0
7972828,705,3,0,0,0
7973205,759,6,3,0,0
7973211,768,3,0,0,0
7973537,834,0,0,3,0
7973619,855,6,0,0,3
7973727,882,6,0,0,0
7973822,909,3,3,0,3
7973977,969,0,3,0,0
7974127,1056,0,0,0,0
7974211,1098,0,3,0,9
7974224,1101,15,0,9,0
7974417,1302,6,0,3,0
7970071,111,3,0,18,0
7970298,339,0,0,0,0
7970944,468,0,0,3,0
7972460,549,51,3,57,0
7970052,87,3,0,0,0
7970067,120,0,0,0,0
7970078,135,6,0,9,0
7970147,270,6,0,0,3
7970269,333,0,0,0,0
7970283,336,0,0,0,0
7970411,363,3,0,3,0
7970634,414,0,0,3,0
7970706,429,0,0,3,0
7970730,435,0,0,0,0
7970889,429,0,9,21,0
7971002,408,0,0,0,72
7971049,486,0,0,0,0
7971090,480,3,0,3,9
7971189,507,0,0,0,0
7971728,570,0,0,0,0
7972142,618,0,0,0,3
7972198,627,0,0,0,0
7972771,702,0,3,0,0
7972827,708,0,0,0,3
7973225,774,0,0,0,0
7970008,12,0,0,0,0
7970086,174,0,0,0,3
7970123,246,6,0,3,0
7972252,591,18,0,24,0
7973420,792,15,0,0,0
7973469,639,27,15,129,9
7973776,891,9,0,3,0
7974243,1005,45,6,75,0
7974439,1266,51,3,21,0
7974600,1527,57,72,258,81
7974547,1512,30,6,15,0
7970380,363,0,0,0,0
7970621,414,0,0,0,0
7970844,453,0,0,0,0
7970907,459,0,0,0,3
7970965,474,0,0,0,0
7971075,489,0,0,0,0
7971349,516,0,0,0,9
7971694,570,0,0,0,0
7971306,444,21,6,36,6
7973128,552,24,15,165,3
7973209,591,21,18,135,3
7973658,744,48,15,54,6
7974483,1206,54,3,150,0
7974514,1164,66,30,201,21
7971492,528,6,6,3,0
7973059,378,21,6,339,0
7973680,504,63,9,303,0
7973715,246,21,36,588,0
7974098,717,78,0,234,9
7974510,1209,69,6,183,9
7974594,1644,45,6,144,6
7972514,375,30,72,186,0
7970068,57,3,3,66,0
7973428,285,33,36,426,27
7970721,81,6,33,300,18
7971149,84,3,9,396,15
7972475,186,12,18,438,6
7973339,336,21,18,405,18
7971923,153,6,18,420,3
7972264,198,18,24,396,0
7972010,207,63,6,321,6
7972319,117,54,9,462,0
7973841,546,120,12,243,0
7974481,519,81,30,774,12
7970356,90,18,66,171,12
7971052,81,6,24,372,3
7971441,102,21,6,396,9
7972852,78,27,6,600,0
7973222,138,24,9,597,3
7973265,189,42,18,537,0
7973461,276,27,6,510,3
7973643,150,15,27,672,0
7973737,291,51,3,549,0
7970202,72,21,21,201,0
7971155,75,12,45,366,3
7971690,147,12,12,393,0
7972277,219,21,12,378,12
7972558,117,6,21,519,6
7971005,69,21,15,366,9
7971431,87,0,12,432,6
7971913,111,15,48,405,12
7972712,243,0,18,429,0
7972982,174,21,30,510,0
7973881,396,33,24,471,6
7971009,93,3,33,342,12
7973795,117,36,9,744,0
7973565,327,93,21,396,12
7970426,54,15,3,300,0
7970757,243,24,6,171,0
7970772,108,24,30,276,0
7970797,135,54,6,252,0
7971614,534,24,0,0,0
7971818,72,30,6,474,0
7971883,111,21,12,444,0
7971947,591,0,0,6,0
7972057,45,27,0,531,6
7972236,132,42,3,459,0
7972267,84,12,9,531,6
7972291,621,9,9,3,0
7972383,627,21,0,0,0
7972877,138,54,0,516,9
7972925,669,45,3,6,3
7972953,669,42,6,3,12
7973118,99,51,6,588,12
7973470,732,87,0,0,0
7970083,150,0,0,12,12
7972324,549,27,0,36,30
7973774,753,24,3,108,18
7970087,72,0,0,93,9
7971018,108,21,12,339,0
7973075,423,18,81,219,6
7974008,606,39,105,231,6
7974071,687,45,45,240,12
7971037,123,15,81,264,0
7972305,399,24,15,204,0
7972384,237,15,135,258,3
7972400,102,18,33,498,0
7973159,492,33,42,183,12
7970406,30,3,3,336,0
7970512,36,9,6,336,0
7970544,42,9,0,354,0
7970614,66,9,6,336,3
7971043,165,24,21,270,3
7971288,123,0,9,378,6
7971360,105,9,3,408,0
7971650,264,45,48,207,3
7970651,177,15,33,195,6
7970882,150,15,36,261,0
7972289,258,24,36,306,18
7972749,171,18,21,489,0
7972911,204,3,36,474,3
7972934,240,21,45,423,0
7972948,426,33,48,216,6
7973181,186,36,39,507,0
7973250,393,36,51,297,0
7970021,18,0,0,0,6
7970442,369,6,0,0,0
7970623,411,6,0,0,0
7971118,495,0,0,0,0
7971203,441,15,0,51,0
7971237,510,0,0,0,0
7971299,510,6,3,0,0
7971341,525,0,3,0,0
7971366,495,3,0,30,0
7971463,537,0,0,3,0
7971518,504,21,0,18,0
7971608,555,3,0,0,0
7971712,564,3,3,0,0
7971798,579,0,0,0,0
7971922,588,0,0,0,6
7971943,537,9,0,51,0
7972045,603,9,0,0,0
7972306,615,6,15,0,6
7972418,645,0,0,0,6
7972471,651,6,0,0,6
7972489,660,0,3,0,0
7972497,660,0,3,0,0
7972765,627,3,3,12,57
7972831,705,0,3,0,0
7972976,732,0,0,0,0
7972997,711,21,3,0,0
7973039,711,6,3,24,0
7973054,732,15,0,0,0
7973086,744,0,0,0,6
7973123,756,0,0,0,0
7973136,732,0,0,30,0
7973219,768,6,0,0,0
7973271,780,3,0,0,0
7973290,726,15,3,42,0
7973317,729,0,0,0,60
7973323,783,3,0,3,6
7973362,795,0,0,3,0
7973432,774,12,0,30,0
7973539,834,9,0,0,0
7973605,855,0,0,3,0
7973666,861,9,3,0,0
7973698,879,0,3,0,0
7973760,846,15,0,30,6
7974087,1017,0,0,0,15
7974148,1050,0,6,0,12
7974168,1068,6,3,0,0
7970314,345,3,0,0,0
7971928,594,0,0,0,0
7973147,756,6,0,0,0
7971371,519,6,0,0,3
7972423,630,15,0,0,6
7972515,657,3,3,0,0
7972681,663,12,0,9,0
7972795,705,3,0,0,0
7972799,693,0,3,0,9
7973045,741,6,0,0,0
7973055,747,0,0,0,0
7973089,729,21,0,0,0
7973149,759,0,3,0,0
7973200,765,0,3,0,0
7973206,756,6,0,0,12
7973264,765,18,0,0,0
7973475,819,0,3,0,0
7973506,828,3,0,0,0
7973527,831,6,0,0,0
7973665,828,9,3,0,33
7973896,933,0,0,0,6
7970852,453,0,3,0,0
7971185,501,6,0,0,0
7972055,486,57,21,48,0
7972165,480,27,15,102,0
7972255,534,12,12,78,0
7973285,783,0,0,0,0
7973626,846,6,0,0,6
7973679,861,9,0,3,6
7973993,963,0,0,0,21
7974134,1053,0,0,3,3
7974137,1062,0,0,0,0
7974301,1167,0,0,0,0
7974343,1200,6,3,0,3
7974504,1443,6,0,0,12
7974577,1683,0,0,0,12
7974603,2010,6,15,0,0
7972710,687,3,3,0,0
7972990,735,0,3,0,0
7970871,75,3,3,375,3
7971262,126,21,30,342,0
7971912,564,6,0,21,0
7972899,687,12,0,21,0
7973667,843,6,3,21,0
7970074,138,0,3,0,0
7970770,375,45,3,0,21
7971311,498,18,3,0,0
7971500,543,0,0,0,0
7972702,687,0,0,0,0
7973204,738,30,3,0,3
7973510,735,81,6,0,9
7973692,864,6,0,0,12
7973740,891,0,0,0,0
7974064,822,192,0,0,3
7974273,1149,0,0,6,0
7974307,1173,0,0,0,0
7974321,1179,3,0,0,6
7974487,1410,15,0,0,0
7974517,1176,285,6,0,15
7974581,1419,267,3,3,27
7974585,1734,3,0,3,6
7974588,1767,6,0,6,3
7970102,72,6,36,99,12
7972432,204,21,90,321,18
7970347,24,3,15,300,15
7970445,12,6,18,339,0
7970538,66,6,18,306,0
7970802,42,0,0,408,0
7970831,36,12,18,384,3
7970832,45,3,21,381,3
7971033,45,6,21,408,0
7971233,72,0,24,405,6
7971503,45,3,36,459,0
7971701,51,3,30,462,21
7972038,60,3,30,510,6
7970700,78,6,12,327,9
7970729,21,6,3,405,0
7970768,57,9,21,342,12
7971420,42,6,24,453,6
7971517,102,12,102,321,12
7971873,33,0,3,549,0
7972637,54,9,18,597,0
7972723,105,15,54,507,15
7973827,90,9,21,795,6
7972112,54,9,18,537,0
7972192,45,0,6,570,6
7973223,75,9,15,657,15
7970045,24,0,0,57,0
7970230,300,0,0,12,0
7970295,33,9,12,270,15
7970375,18,9,30,303,3
7970456,18,3,84,261,15
7970474,18,3,27,330,3
7970575,33,12,42,312,3
7972097,93,18,69,426,9
7970015,18,0,0,0,0
7970194,216,9,0,78,0
7970246,63,3,24,201,33
7970364,33,9,21,288,3
7970624,42,12,15,342,9
7971355,45,15,24,438,3
7971436,174,30,99,201,27
7971449,162,0,39,330,3
7971919,141,6,39,396,9
7970262,69,0,6,252,6
7970272,60,9,39,225,6
7970329,36,3,36,273,3
7970455,60,12,36,273,0
7970535,54,12,45,276,9
7970609,39,9,18,348,0
7970791,60,12,21,354,0
7971069,45,0,48,393,0
7971223,36,9,21,444,0
7971785,63,6,99,393,15
7971812,96,15,51,408,15
7971987,54,6,42,474,24
7972347,60,6,219,348,12
7972376,111,18,12,501,3
7972480,75,12,117,459,0
7970106,93,27,15,90,6
7970414,72,6,39,249,6
7971827,87,9,30,456,3
7971978,273,48,111,153,15
7970476,156,24,48,153,0
7970559,57,0,9,336,0
7971745,102,12,9,453,0
7970341,30,9,0,312,6
7970461,15,12,15,339,0
7971192,42,9,15,441,0
7970171,39,6,24,222,3
7970189,27,12,6,255,0
7970264,39,3,36,246,6
7970420,69,12,18,258,18
7970580,87,18,24,276,3
7971261,63,3,12,438,0
7971278,63,18,33,387,18
7971302,96,15,12,390,3
7971588,177,24,24,327,3
7972156,120,42,9,450,0
7972256,81,24,33,495,0
7972651,81,30,9,555,6
7972954,117,21,15,576,9
7973030,150,27,9,537,15
7973831,288,60,30,537,3
7970440,264,33,6,66,6
7970997,81,27,27,336,15
7972054,93,18,75,408,18
7973279,288,33,57,387,24
7970328,36,9,18,291,3
7971730,48,15,6,507,0
7970351,42,6,3,309,0
7971070,132,9,3,339,6
7971711,249,33,33,261,0
7970239,54,3,0,264,0
7970343,57,24,33,237,3
7970485,30,15,18,324,0
7971235,63,15,42,375,18
7971242,120,48,51,291,0
7971689,78,3,24,462,3
7971754,198,15,54,303,3
7973227,360,42,57,306,9
7973336,90,18,87,597,6
7970093,177,0,3,18,3
7972039,150,9,9,444,3
7973053,189,12,12,531,0
7973084,159,27,3,561,0
7973781,345,9,3,546,0
7974114,369,18,15,648,0
7974147,501,9,12,537,9
7974281,474,21,6,657,0
7974440,879,36,6,417,6
7970112,216,24,0,0,0
7972070,273,114,75,141,6
7973535,132,39,30,630,6
7974151,351,87,54,576,0
7971356,156,33,9,327,0
7971788,90,12,24,453,0
7972586,147,72,18,435,0
7970360,111,36,0,213,0
7970927,117,33,9,306,0
7971939,588,0,0,0,3
7970639,417,0,0,0,0
7971408,525,6,0,0,0
7971454,537,0,0,0,0
7972293,636,0,0,0,0
7972439,651,3,0,0,0
7973037,720,3,0,0,18
7973359,795,0,0,0,0
7974366,1236,3,0,0,0
7971201,120,384,6,3,0
7973808,105,783,12,6,6
7970355,357,3,0,0,0
7970716,429,0,0,0,0
7971183,504,0,0,0,0
7971318,516,3,0,0,0
7971677,561,0,0,0,6
7971752,570,6,0,0,0
7971904,591,0,0,0,0
7972226,630,0,0,0,0
7972507,651,9,3,0,3
7972590,669,0,0,0,6
7972885,708,0,0,0,12
7973276,783,0,0,0,0
7970369,360,0,0,0,0
7970858,456,0,0,0,0
7970994,477,0,0,0,0
7971327,495,0,0,3,18
7971795,579,0,0,0,0
7972438,651,0,0,0,0
7972725,690,0,0,0,3
7973022,738,0,0,0,0
7974009,984,3,3,0,0
7974212,1083,3,0,0,27
7974604,2085,3,3,0,0
7973095,750,0,3,0,0
7973704,180,27,15,663,0
7974023,261,54,9,660,9
7972201,402,105,12,105,3
7972675,282,141,12,252,3
7972943,228,111,0,387,0
7974575,966,297,27,297,90
7970028,30,0,6,0,0
7970061,102,0,3,6,0
7970494,18,9,12,345,0
7972200,96,69,9,447,3
7972290,108,105,12,402,12
7972622,63,66,33,507,9
7973313,321,69,18,375,6
7970057,54,0,0,0,48
7970099,183,3,0,24,0
7970398,297,45,0,12,12
7970752,414,18,0,0,9
7971549,546,3,3,0,0
7973545,831,6,0,3,0
7974533,1410,42,0,3,66
7973060,333,408,3,0,3
7973471,474,321,6,3,18
7972797,210,87,24,378,9
7970315,336,9,0,0,0
7970690,429,0,0,0,0
7970864,444,12,0,0,0
7970966,465,6,0,0,0
7971282,513,3,0,0,0
7971405,528,6,0,0,0
7971456,525,9,0,0,6
7971909,585,6,0,3,0
7970118,246,0,0,0,0
7970291,339,0,0,0,0
7970423,363,6,0,0,0
7970507,15,363,12,0,0
7970656,3,417,3,0,0
7970818,48,399,3,0,0
7970870,9,426,12,0,9
7970935,468,0,0,0,0
7971048,483,3,0,0,6
7971165,498,6,0,0,0
7971215,480,24,6,0,0
7971251,501,9,0,3,0
7971280,15,474,24,0,6
7971488,516,24,0,0,0
7972302,642,0,0,0,0
7972918,93,624,0,0,3
7973105,45,693,9,0,12
7973176,15,723,27,0,0
7973186,567,162,30,0,6
7973208,69,702,0,0,0
7973241,684,90,3,0,3
7973490,57,759,6,0,3
7973684,864,12,0,0,0
7973801,39,858,3,6,6
7973814,822,87,3,0,3
7973843,768,144,6,3,0
7973857,897,18,0,3,6
7973875,924,0,0,6,3
7973887,45,873,12,0,9
7973938,933,21,0,3,0
7973985,72,873,6,6,21
7973997,42,915,24,0,0
7974007,948,0,3,0,36
7974014,837,153,0,0,0
7974015,78,873,18,6,12
7974047,999,3,0,0,6
7974103,21,1005,12,0,0
7974150,927,138,3,0,3
7974158,57,882,45,90,0
7974174,780,294,0,0,6
7974183,1038,45,3,3,0
7974318,1152,21,3,0,15
7974388,156,1086,21,6,3
7974448,1104,246,0,0,6
7974484,216,1167,15,0,21
7974559,138,1458,0,0,0
7974562,303,1260,33,0,3
7973234,747,12,0,0,18
7974583,1692,30,3,0,12
7971148,45,21,9,426,0
7971171,66,39,12,378,6
7971320,54,39,3,414,9
7971397,111,54,9,357,3
7971644,279,138,51,87,3
7972690,105,39,9,534,0
7970597,33,21,27,324,3
7970758,48,3,12,381,0
7972626,45,15,12,606,0
7970921,51,24,0,390,0
7970960,66,24,9,375,0
7971010,57,15,18,387,0
7971219,54,15,21,423,0
7971269,42,9,3,465,0
7971632,225,57,75,171,33
7972102,108,33,21,456,0
7972181,111,15,15,486,0
7972491,99,24,30,510,0
7972964,99,39,12,564,18
7974586,654,153,186,741,24
7970210,30,6,3,267,6
7970717,48,12,0,372,0
7971474,66,6,6,462,0
7973101,105,30,33,567,18
7970254,36,18,3,261,6
7970309,84,6,21,231,0
7970342,321,15,0,0,24
7970931,66,24,18,360,0
7971161,117,3,12,372,0
7971194,111,18,48,327,0
7971344,72,21,42,390,3
7972089,66,24,15,510,0
7972310,96,36,33,477,0
7972823,129,33,30,510,6
7973009,180,18,15,489,33
7973352,147,39,36,576,0
7970243,39,6,0,267,9
7970365,30,0,6,321,0
7970385,54,15,3,294,0
7970505,9,3,3,372,3
7970605,33,3,15,354,6
7970671,36,6,6,378,0
7971081,69,12,15,396,0
7971515,102,18,0,426,0
7971524,72,15,9,450,0
7971664,84,21,18,441,0
7972245,198,15,15,372,33
7972332,186,18,18,420,3
7972429,147,9,12,486,0
7972430,93,9,0,552,0
7973035,315,27,18,378,6
7973140,162,15,57,528,0
7973272,228,33,9,498,12
7970885,75,12,6,363,0
7970937,87,21,12,348,3
7971172,96,27,0,366,15
7971621,123,36,9,390,0
7971642,48,33,12,465,6
7971829,123,48,9,402,0
7972166,102,30,27,468,0
7972116,273,60,27,252,3
7972163,330,99,9,183,0
7972362,366,81,6,189,0
7971566,417,45,6,84,0
7973036,621,60,21,30,3
7973344,603,45,3,144,0
7970200,309,0,0,0,3
7970340,351,0,0,0,0
7970415,333,15,0,18,0
7970429,372,0,0,0,0
7970528,390,0,0,0,3
7970561,399,0,0,0,0
7970652,420,0,0,0,0
7970732,351,0,0,0,84
7971104,483,12,0,0,0
7971140,495,3,0,0,0
7971407,519,0,0,0,15
7971529,543,3,0,0,0
7972261,636,0,0,0,0
7972555,531,126,9,0,3
7972689,666,9,0,0,15
7972940,723,0,3,0,6
7973124,534,201,15,6,0
7973287,783,0,0,0,3
7973295,525,108,21,132,0
7973318,783,6,3,3,0
7973818,915,0,0,0,0
7973835,717,159,3,0,45
7973859,852,63,12,0,0
7973874,291,633,6,0,0
7973941,954,3,0,0,0
7974024,675,276,0,6,39
7974080,1026,0,0,0,0
7974091,147,876,9,6,0
7974097,1008,24,6,0,0
7974100,168,825,15,12,24
7974132,645,402,12,0,0
7974172,1077,0,3,0,3
7974308,1158,12,6,0,0
7974358,1224,6,0,0,0
7974408,1224,12,0,3,57
7974609,3123,234,33,138,3
7970040,60,0,3,0,3
7970518,378,12,0,0,0
7970694,420,12,0,0,0
7971372,492,18,6,12,0
7971417,531,3,0,0,0
7971544,537,9,0,3,0
7971612,513,36,0,6,0
7971723,558,15,0,0,0
7972184,567,48,12,6,0
7972745,669,33,0,0,0
7972792,648,33,0,24,6
7972824,690,15,0,0,6
7973165,753,9,0,0,3
7973259,729,21,6,21,0
7973314,708,45,6,18,9
7973735,864,27,3,0,0
7973918,906,21,18,0,0
7970017,6,0,12,6,0
7972076,582,30,0,0,0
7972695,504,42,141,0,0
7973192,759,3,0,0,6
7973320,774,15,0,0,6
7973577,834,0,6,0,12
7973708,522,60,288,3,12
7973744,513,108,276,0,0
7973870,921,3,6,3,0
7974112,1026,3,0,3,15
7974159,1044,27,3,0,0
7974184,1077,3,3,0,6
7974231,1116,0,0,0,9
7974545,1191,108,255,3,3
7970141,273,0,0,0,0
7970163,282,3,0,0,0
7970205,309,0,0,0,0
7970214,309,0,3,0,0
7970224,315,0,0,0,0
7970267,321,0,3,0,0
7970271,330,0,0,0,0
7970336,345,3,0,3,0
7970412,369,0,0,0,0
7970539,396,3,0,0,0
7970640,420,0,0,0,0
7970662,423,3,0,0,0
7971146,498,3,3,0,0
7971568,546,6,0,0,0
7971678,567,0,0,0,0
7971915,588,6,0,0,0
7970151,186,6,6,75,12
7972428,540,3,3,96,12
7973321,738,18,3,30,3
7973699,882,0,0,0,0
7970946,465,6,0,0,0
7971893,588,0,0,0,0
7972155,585,0,0,3,36
7972237,630,0,0,3,0
7972957,714,12,0,0,9
7972991,726,0,0,6,3
7972992,729,3,3,0,0
7973114,756,0,0,0,0
7973178,765,0,3,0,0
7973249,768,0,0,3,9
7973580,849,0,0,3,0
7973613,858,0,0,0,0
7970125,255,3,0,0,0
7970132,261,0,0,0,6
7970180,291,3,0,0,0
7970181,297,0,0,0,0
7970213,315,0,0,0,0
7970316,333,0,3,0,9
7970503,387,0,0,0,0
7970783,435,3,9,0,0
7971057,480,3,0,3,0
7971124,495,0,0,0,0
7971647,558,0,3,0,0
7971766,576,0,0,3,0
7970431,99,9,3,243,24
7971139,135,0,3,351,9
7970217,60,3,6,237,6
7970588,147,12,6,243,0
7970603,183,33,0,195,0
7973972,330,15,0,615,15
7970648,255,9,9,135,15
7970101,105,0,0,117,0
7973198,450,21,12,282,0
7970037,27,36,0,0,0
7970305,342,0,0,0,0
7970458,372,0,0,0,9
7970686,429,0,0,0,0
7970859,453,0,0,0,0
7970878,459,0,0,0,0
7970903,453,0,6,0,3
7970923,465,0,3,0,0
7971131,498,0,0,0,0
7971227,507,0,0,0,0
7971569,549,0,0,0,3
7971772,579,0,0,0,0
7971933,597,0,0,0,0
7971968,597,0,0,0,0
7972096,609,3,3,0,0
7972133,618,3,0,0,0
7972329,642,0,0,0,0
7972436,642,3,0,0,9
7972495,660,0,0,0,0
7972533,666,0,0,3,0
7972730,687,0,3,0,0
7972751,693,3,0,0,0
7972753,693,0,3,0,3
7972930,723,0,0,0,6
7972960,726,0,3,0,0
7972961,729,3,0,0,0
7973066,732,0,0,0,15
7973087,750,0,0,0,0
7974395,1125,33,0,123,0
7974556,1566,15,0,9,0
7970150,279,0,0,0,0
7970158,279,0,3,0,0
7970195,303,0,0,0,0
7970287,336,0,3,0,0
7970891,459,0,0,0,0
7970916,459,3,3,0,3
7970984,477,0,0,0,0
7971031,483,0,0,0,0
7971077,486,3,0,0,0
7971086,489,0,0,0,0
7971158,501,3,0,0,0
7971168,498,0,0,0,3
7971514,543,0,0,0,0
7971635,549,0,0,0,12
7972251,630,6,0,0,0
7972262,636,0,0,0,0
7972599,672,0,0,3,0
7970019,3,0,0,18,0
7970156,123,3,0,156,0
7973197,498,12,6,246,3
7973885,225,6,15,684,6
7974155,312,33,48,666,12
7973686,219,12,3,645,0
7971134,156,3,9,333,0
7971310,48,9,42,420,0
7971548,141,3,6,399,0
7973883,114,12,21,774,9
7970276,42,0,6,285,6
7972084,57,3,15,537,6
7970308,240,3,3,102,0
7970408,78,0,6,279,0
7972040,60,12,36,492,6
7973274,84,12,57,627,3
7970826,36,0,15,396,0
7970566,33,0,12,354,0
7970951,66,6,3,396,0
7970349,117,3,9,222,0
7972134,75,0,21,516,6
7972189,156,30,3,432,6
7972732,141,9,3,528,12
7973695,120,9,87,657,12
7970988,45,15,21,393,0
7970082,39,0,0,123,0
7970142,87,0,18,171,0
7970089,72,3,0,111,0
7972387,252,6,15,366,6
7973604,225,9,12,600,12
7971000,450,3,3,21,0
7971404,420,3,6,102,0
7972197,444,6,18,156,3
7972781,504,21,12,156,12
7970311,333,3,0,9,0
7970524,228,3,15,144,0
7971896,360,6,15,210,0
7972316,438,24,9,171,0
7972937,528,12,9,165,12
7973820,696,24,39,162,0
7970756,378,0,3,57,0
7971813,390,12,0,183,0
7972122,468,0,0,153,0
7972367,564,9,12,63,0
7970111,69,3,3,162,0
7971308,339,9,15,153,0
7972019,333,18,18,237,3
7972149,438,6,12,162,0
7972405,399,9,9,228,3
7973632,90,0,60,708,6
7970300,6,0,0,333,0
7970306,36,6,6,291,0
7970547,33,0,3,354,12
7971064,39,3,24,411,15
7971226,45,9,3,450,6
7971264,114,0,6,390,0
7971423,111,3,18,402,3
7971444,54,0,30,447,3
7971446,63,0,21,441,12
7971671,42,6,27,486,3
7971751,84,9,24,459,3
7971900,54,0,9,513,12
7972060,99,3,12,492,6
7972098,78,9,15,516,0
7972562,96,3,12,546,9
7972767,66,3,21,597,12
7972878,54,15,15,630,0
7973293,144,9,33,588,12
7973319,63,0,9,699,15
7974228,303,24,57,729,9
7970221,36,6,0,273,0
7970296,33,0,9,297,0
7970318,288,15,12,30,0
7970462,57,15,21,285,0
7970488,51,3,18,288,27
7970645,30,3,24,369,0
7970676,69,9,12,336,0
7970705,33,0,0,393,3
7970726,18,12,15,390,0
7970813,84,0,24,330,6
7970814,9,3,21,411,6
7970835,27,3,0,426,0
7970953,30,0,39,396,6
7971152,42,0,6,441,15
7971199,24,3,21,444,15
7971250,39,15,12,441,0
7971379,78,12,12,411,15
7971522,84,3,21,438,3
7971546,66,6,18,453,9
7971634,39,6,12,483,21
7971750,78,3,21,468,3
7972449,84,3,24,537,6
7972549,30,3,6,621,9
7973079,87,0,42,615,3
7970251,45,3,0,276,0
7970299,48,0,36,255,0
7970321,48,6,6,288,0
7970345,168,18,24,144,0
7970416,30,0,33,309,0
7970419,24,0,48,288,9
7970487,30,21,39,294,0
7970610,39,6,27,339,0
7970689,48,0,27,345,9
7970776,48,0,39,351,6
7970842,45,6,36,354,12
7970887,42,9,36,369,9
7970893,57,3,42,363,0
7970998,39,3,3,432,0
7971108,42,3,33,420,0
7971180,30,3,3,474,0
7971303,54,6,36,420,6
7971478,57,0,51,417,18
7971509,60,12,12,450,12
7971550,66,6,66,414,0
7971581,78,30,24,414,9
7971618,57,6,48,447,0
7972427,60,3,60,519,6
7972669,189,30,45,414,6
7973021,63,3,36,636,0
7970407,36,6,3,324,0
7970523,30,0,0,357,9
7970570,36,0,0,369,0
7970297,66,3,6,261,0
7970390,66,12,24,258,6
7970084,3,0,0,168,0
7970135,198,6,0,60,0
7970304,303,0,6,36,0
7970669,120,9,12,276,12
7971051,315,12,9,147,6
7970035,48,0,0,0,0
7970339,57,18,24,258,3
7970532,57,9,57,270,3
7970567,66,6,60,270,3
7970872,57,6,12,387,0
7971065,48,3,3,435,0
7974118,261,36,135,612,12
7973452,396,36,327,42,18
7970223,216,21,30,42,3
7970238,273,3,15,6,24
7970245,144,3,42,132,3
7970320,30,9,177,132,3
7970366,75,6,165,105,6
7970377,78,6,39,237,0
7970430,270,12,6,87,0
7970432,111,3,42,213,3
7970451,126,15,39,201,0
7970670,351,27,30,9,3
7970714,234,15,27,156,0
7971114,87,3,126,252,27
7971309,126,27,255,111,3
7971369,207,18,108,186,6
7971403,198,6,165,153,12
7971510,381,18,36,102,6
7971555,195,0,60,288,3
7971601,156,24,105,270,6
7971639,123,6,96,333,6
7971878,303,30,213,42,3
7971888,522,9,42,12,0
7972044,303,3,99,204,0
7972216,519,21,45,39,9
7972597,258,12,183,210,9
7972739,222,24,75,354,18
7973302,291,60,288,147,6
7973750,366,42,234,249,3
7974226,723,84,135,165,18
7970115,24,0,45,174,0
7970403,39,15,102,204,9
7970746,114,9,153,162,0
7970949,48,3,177,246,0
7971127,93,3,102,285,9
7971128,51,3,192,243,9
7971528,99,9,114,321,6
7971859,90,3,258,228,9
7972315,90,9,321,213,6
7973245,93,6,354,327,0
7970777,75,12,18,330,6
7971239,36,15,15,447,3
7970095,180,3,6,18,0
7970516,246,21,9,111,0
7974610,4311,129,78,168,96
7974420,450,36,711,111,12
7970062,90,3,0,18,0
7971497,48,18,429,42,3
7971807,39,18,492,33,0
7972151,12,12,516,78,6
7972339,63,21,501,57,0
7973094,417,45,207,57,27
7973091,69,18,651,3,9
7973417,51,6,744,0,9
7970279,60,3,111,162,0
7970902,48,0,126,258,27
7971411,129,0,129,270,6
7970029,33,0,0,0,0
7971321,36,0,387,87,9
7970781,45,24,318,42,15
7972414,135,18,465,33,3
7970085,168,0,0,9,0
7970108,183,18,18,9,0
7974596,1881,0,0,0,0
7972249,111,36,489,0,0
7973375,129,57,603,6,6
7971236,69,15,429,0,0
7972069,240,15,354,0,0
7972459,51,39,567,3,0
7972539,87,15,516,9,36
7972995,90,42,600,0,0
7973119,81,30,636,0,9
7973294,342,72,357,3,12
7974219,699,69,339,0,6
