SAL_CODE,african,coloured,indian,white,other
7980836,96,12,21,288,6
7980958,93,18,12,297,15
7981576,108,42,3,360,9
7981929,150,27,45,333,6
7982369,141,45,63,360,0
7983906,132,18,12,660,3
7984448,291,42,81,528,6
7980280,174,75,27,42,6
7980303,87,42,24,174,3
7980569,57,27,12,273,6
7980607,123,24,27,213,3
7980757,96,39,27,231,15
7980860,72,27,51,273,0
7980922,105,54,48,213,12
7981183,75,21,30,339,6
7981185,135,27,42,258,9
7981195,72,33,24,339,6
7981558,78,15,24,393,12
7982014,195,42,90,237,3
7982021,123,39,15,378,18
7982470,75,39,30,468,12
7980296,54,18,6,255,0
7980325,105,21,36,162,9
7980371,69,15,24,237,0
7980416,63,9,30,243,9
7980501,210,15,24,117,0
7980515,51,21,24,264,3
7980547,69,15,9,270,12
7980557,84,15,36,234,3
7980893,279,6,45,84,12
7980907,60,18,24,327,0
7980972,96,27,42,270,0
7981006,72,27,69,270,3
7981007,93,27,54,261,6
7981009,78,12,42,306,6
7981121,147,42,69,186,15
7981141,84,27,60,297,0
7981202,354,24,27,63,3
7981238,69,18,63,330,0
7981274,96,30,75,276,0
7981302,96,6,24,351,3
7981440,81,18,9,393,6
7981471,96,51,39,318,0
7981511,69,12,15,414,0
7981578,333,33,45,87,21
7981731,96,39,57,336,9
7981830,144,24,30,348,3
7981858,192,63,54,240,3
7981883,105,45,48,345,9
7981886,105,18,24,390,15
7981904,156,27,78,294,0
7982025,105,30,54,381,3
7982054,120,27,69,360,3
7982120,114,42,21,405,0
7982277,96,33,96,363,12
7982332,87,24,27,453,12
7982584,102,30,36,459,9
7982614,84,21,36,489,0
7982651,102,33,57,441,6
7982658,114,21,81,411,15
7982934,99,45,39,480,15
7982989,144,30,36,465,9
7983026,144,33,66,441,0
7983228,96,39,51,534,0
7983498,345,54,90,261,6
7983556,177,66,72,447,9
7984635,204,75,66,636,9
7980093,54,24,66,69,0
7980177,42,21,6,228,6
7980229,69,27,30,183,6
7980287,60,45,15,210,0
7980413,87,33,9,216,9
7980800,81,45,30,255,3
7980946,96,72,48,210,9
7981590,81,39,27,375,0
7981745,96,78,18,339,9
7982911,126,36,15,483,18
7983971,192,51,45,549,3
7980690,78,6,12,306,0
7981085,75,30,9,342,0
7983389,120,30,24,555,9
7980247,27,3,3,276,12
7980311,105,18,18,186,3
7980842,33,0,24,360,0
7980847,78,3,3,336,3
7981092,69,33,15,339,0
7981169,69,12,57,315,15
7981199,117,27,0,327,0
7981226,57,6,18,381,9
7981413,93,9,81,312,3
7981484,93,24,15,366,15
7981655,69,24,18,405,12
7981739,63,12,45,420,0
7981856,63,33,39,414,0
7981990,81,27,12,447,0
7982074,111,9,30,414,12
7982140,81,21,24,444,15
7982857,156,60,57,378,18
7983989,195,48,57,519,27
7980084,114,18,0,48,0
7981039,357,45,30,12,0
7982243,540,18,3,36,0
7983524,546,21,15,183,0
7982436,612,6,0,3,0
7983001,621,48,3,0,6
7983502,753,3,0,0,3
7983599,765,0,0,9,0
7983830,807,6,0,0,0
7984002,843,0,0,0,0
7984045,843,9,0,3,0
7984113,864,3,0,0,0
7980738,312,12,15,69,0
7980930,195,15,18,195,9
7981732,264,60,12,198,0
7981913,255,39,9,255,3
7982090,336,90,15,135,0
7982372,294,66,21,228,0
7982677,339,78,12,213,0
7982796,405,81,9,156,6
7980253,51,33,21,213,0
7980554,114,48,6,204,0
7980645,72,45,33,234,6
7981429,234,78,48,132,9
7981444,120,72,45,270,0
7982881,213,135,42,279,0
7980473,84,18,21,243,0
7980923,78,24,33,291,6
7980437,54,39,18,237,6
7980672,129,42,24,195,9
7980753,72,24,9,297,3
7981352,120,15,15,339,0
7981691,84,57,24,363,9
7981770,108,84,24,321,0
7982519,78,105,15,411,24
7982560,126,60,12,432,0
7983145,81,102,48,459,12
7983958,138,90,36,561,12
7980848,75,51,36,252,9
7981338,147,60,39,240,3
7980696,54,99,30,207,6
7981467,57,72,21,348,6
7983837,108,96,24,570,18
7980224,54,45,9,201,3
7980289,72,30,33,171,21
7980514,87,27,12,231,12
7980640,54,93,27,210,6
7981038,150,135,42,120,3
7981150,63,69,18,294,18
7981657,99,78,33,309,12
7981670,84,45,27,366,6
7982101,111,96,39,324,6
7983084,90,87,66,441,9
7981036,87,30,30,291,9
7981844,84,54,15,384,15
7982880,123,108,12,420,3
7983144,111,84,36,444,27
7980054,18,21,0,60,0
7981071,42,66,57,288,0
7981464,54,24,3,429,0
7981991,99,96,42,309,21
7982395,135,87,75,318,0
7982472,99,93,141,279,12
7982624,96,123,42,369,12
7980043,69,3,0,3,0
7980580,54,54,18,255,6
7980602,63,33,21,270,0
7980728,84,69,27,198,27
7980174,54,150,12,87,3
7980322,132,126,18,60,0
7980352,87,156,30,42,30
7980540,159,102,48,60,6
7980574,120,102,21,129,3
7980859,99,183,36,84,24
7980870,108,192,87,15,24
7980976,189,129,30,90,0
7981188,351,99,12,6,0
7981271,159,126,54,126,15
7981328,168,192,57,72,3
7981404,279,150,39,30,0
7981526,276,153,36,51,0
7981545,99,99,18,291,9
7981671,264,111,36,108,12
7981927,213,156,69,120,0
7982311,147,72,48,291,42
7982343,345,138,30,93,0
7982370,129,222,72,177,9
7982393,111,258,42,177,27
7982488,234,123,36,219,15
7982806,345,210,42,63,0
7982879,144,165,84,267,9
7983078,105,138,54,381,15
7983137,318,213,60,96,21
7983187,168,240,96,195,9
7983201,162,189,234,120,0
7983422,366,267,42,57,18
7983428,285,201,75,186,0
7983492,498,165,39,45,9
7984005,306,258,45,225,12
7984167,435,219,84,141,6
7984240,183,333,123,210,48
7984374,186,306,102,333,3
7980536,78,63,27,207,0
7980748,69,54,24,249,12
7981247,93,135,21,228,3
7982112,78,87,24,381,9
7982123,108,72,9,375,15
7982371,81,102,18,405,3
7982682,63,111,15,444,15
7982793,168,135,36,276,45
7982856,66,111,27,453,12
7983074,87,189,42,369,9
7983155,219,198,21,270,0
7983183,78,141,45,444,3
7984651,243,384,75,285,15
7983611,132,129,51,468,0
7981157,192,30,0,243,0
7980081,30,9,3,126,0
7981412,219,69,12,201,0
7981468,273,54,21,144,12
7981860,183,132,42,180,15
7983538,642,69,36,21,0
7980246,147,27,15,117,15
7980194,147,30,21,111,0
7982778,273,75,6,297,6
7983547,270,99,48,345,6
7983903,411,81,21,300,18
7984653,624,99,30,225,24
7980214,267,18,15,15,0
7981280,213,45,33,192,0
7981378,375,33,9,72,9
7982426,582,24,6,3,0
7982904,366,57,228,15,6
7983332,681,45,3,0,0
7983714,369,192,57,168,6
7983770,594,60,69,81,3
7980001,9,0,0,0,0
7980673,111,279,0,3,0
7981694,33,498,3,0,0
7981790,168,369,0,0,0
7982314,186,393,12,3,3
7982824,96,561,0,3,0
7984371,228,696,3,0,0
7985636,441,1209,6,6,9
7980720,66,30,0,309,0
7981346,456,12,0,21,0
7981700,528,6,0,0,0
7981723,534,3,0,0,0
7981828,285,21,15,219,9
7981998,570,0,0,0,0
7982013,291,36,27,216,0
7982121,582,0,0,0,0
7982180,174,57,21,336,6
7982195,519,30,6,36,0
7982851,276,21,3,363,3
7983058,336,36,9,297,12
7980697,243,9,12,135,0
7980895,285,15,0,132,0
7980902,237,21,0,168,0
7980951,294,9,6,126,0
7981072,174,9,15,252,0
7981575,261,42,12,192,9
7981740,99,30,9,396,0
7981885,129,15,12,396,0
7981932,114,24,6,405,12
7982276,228,15,21,339,0
7982309,282,36,15,258,15
7982418,261,24,3,327,6
7982435,255,33,21,309,3
7982558,477,48,0,102,0
7982683,276,12,21,336,0
7982802,99,27,12,519,0
7982848,159,9,3,492,0
7982891,414,39,12,201,0
7983082,222,45,18,411,0
7983127,126,27,9,540,0
7983295,177,15,6,528,0
7983366,117,15,6,594,0
7983399,162,60,30,486,0
7983653,96,6,12,672,0
7984501,213,24,18,696,9
7980009,15,3,0,0,0
7980712,402,0,0,0,0
7980827,420,0,0,0,0
7981282,477,0,0,0,6
7981457,504,0,0,0,0
7981559,519,0,0,0,0
7982015,567,0,0,0,0
7982198,588,3,0,0,0
7982524,627,0,0,0,0
7982754,651,0,0,0,0
7982900,651,12,0,9,0
7982990,669,15,0,0,0
7983093,672,12,6,9,0
7983095,693,6,0,0,0
7983476,747,6,3,0,0
7984273,885,15,0,0,3
7985371,1350,0,3,3,6
7985394,1380,3,6,0,0
7985503,1482,3,0,0,0
7985511,1344,9,0,0,147
7980037,51,0,0,0,0
7983066,672,0,6,3,12
7983793,681,63,12,57,0
7981174,186,135,39,108,0
7981968,138,111,6,306,0
7982872,195,198,15,258,0
7983541,303,225,12,228,0
7981829,93,219,81,153,3
7982684,177,288,21,153,3
7983564,213,294,57,204,0
7980283,93,150,18,60,0
7980881,87,213,39,84,0
7981708,72,312,30,120,0
7982460,96,348,39,138,0
7984311,183,462,51,213,0
7980087,84,0,0,111,0
7981778,543,0,0,0,0
7982341,609,0,0,0,0
7982503,615,0,0,6,6
7982590,633,0,0,0,0
7982609,600,0,0,0,33
7982950,672,3,0,0,0
7983139,666,36,0,0,0
7983467,747,0,0,0,6
7980013,18,0,0,0,0
7980453,357,0,0,0,0
7981167,462,0,3,0,0
7981227,468,6,0,0,0
7981435,501,0,0,0,0
7981520,489,0,0,0,24
7981612,519,0,0,3,0
7981681,528,0,0,0,0
7981695,528,6,0,0,0
7981701,534,0,0,0,0
7981746,540,0,0,0,0
7981797,546,0,0,0,0
7981855,543,3,0,0,3
7981992,567,0,0,0,0
7982078,573,3,0,0,3
7982169,585,0,0,0,0
7982279,594,6,0,0,0
7982374,609,0,0,0,0
7982405,612,0,0,0,0
7982427,600,6,0,6,0
7982457,609,9,0,0,3
7982523,621,6,0,3,0
7982583,630,3,0,0,0
7982627,636,3,0,0,0
7982717,636,6,3,3,0
7982720,645,3,0,0,0
7982769,654,0,0,0,0
7982912,663,0,0,0,6
7983077,693,0,0,0,0
7983240,717,0,0,0,0
7983256,687,0,0,0,33
7983268,717,3,0,0,0
7983276,723,3,0,0,0
7983306,720,0,0,0,3
7983309,726,0,0,0,0
7983341,729,3,0,0,0
7983362,732,0,0,0,0
7983426,744,3,0,0,0
7983523,762,0,0,0,0
7983550,759,6,0,0,3
7983551,765,0,0,0,0
7983582,741,27,6,3,3
7983646,780,0,0,0,0
7983670,777,0,0,0,9
7983676,774,12,3,0,0
7983722,789,3,0,3,0
7983761,801,0,0,0,0
7983764,789,6,3,0,0
7983797,768,3,0,0,42
7983853,804,6,0,0,9
7983875,813,6,0,0,0
7983898,822,0,0,0,6
7983943,837,0,0,0,0
7984010,840,0,3,0,0
7984014,849,0,0,0,0
7984152,864,0,0,0,12
7984210,888,3,0,0,0
7984268,840,6,6,0,51
7984275,876,3,0,0,21
7984437,924,12,3,0,3
7984508,951,3,0,0,6
7984514,963,0,0,0,0
7984528,960,0,3,0,0
7984530,957,0,3,0,9
7984540,960,6,0,0,0
7984585,960,0,0,0,21
7984592,978,0,6,0,0
7984814,1065,3,0,3,0
7984892,1092,6,0,0,0
7984902,1092,0,6,0,3
7985085,1176,0,3,0,0
7985189,1227,3,9,0,0
7980543,369,0,0,3,0
7980589,384,0,0,0,0
7981251,477,0,0,0,0
7982971,681,0,0,0,0
7983460,750,0,0,0,0
7985727,1944,3,0,0,24
7985751,2175,0,3,6,12
7985765,2301,6,6,0,0
7981454,501,0,3,0,0
7981566,513,0,0,0,6
7981775,540,0,0,0,0
7981894,558,0,0,0,0
7982197,585,0,0,6,0
7982257,597,0,0,3,0
7982608,627,0,0,0,9
7983200,711,0,0,0,0
7983500,759,0,0,0,0
7983615,768,0,0,0,9
7983725,792,0,6,0,0
7984068,855,6,0,0,0
7984250,894,0,0,0,0
7981451,498,6,3,0,0
7982725,642,9,0,0,0
7982828,660,0,3,0,0
7982874,666,3,0,0,0
7982948,615,0,3,0,57
7983177,708,0,0,0,0
7983199,705,6,0,0,0
7983371,735,0,0,0,0
7983462,747,6,3,0,0
7984029,849,3,0,0,0
7984131,870,0,0,0,3
7984227,885,6,0,3,0
7984430,939,3,0,3,0
7984462,951,0,0,0,0
7984781,1026,0,0,3,21
7985027,1155,0,0,3,0
7985155,1221,0,3,0,0
7983779,792,0,3,3,3
7983839,807,3,0,0,6
7984216,882,3,3,0,3
7984436,936,3,0,3,0
7984597,987,0,0,0,0
7985176,1230,0,6,0,0
7983429,744,0,0,0,3
7983860,813,0,0,0,0
7984357,924,0,0,0,0
7984370,924,0,0,0,0
7984560,972,0,0,0,0
7984272,897,3,3,0,0
7984593,981,0,3,0,0
7984628,936,9,0,0,45
7984725,1026,3,0,0,0
7984738,1023,6,0,0,6
7984826,1035,3,6,3,24
7984828,1062,6,3,0,0
7985113,1191,9,0,0,0
7985433,1380,15,0,0,15
7985509,1485,6,6,3,0
7985566,1563,0,0,0,0
7985581,1581,6,0,3,0
7981550,519,0,0,0,0
7982859,666,0,0,0,0
7982882,669,0,0,0,0
7983584,768,0,0,0,6
7981353,474,12,0,3,0
7981800,543,3,3,0,0
7981982,567,0,0,0,0
7982313,603,3,0,0,0
7983239,717,0,0,0,0
7983587,759,9,0,3,3
7983278,723,0,0,0,0
7983820,804,6,0,0,0
7984053,834,0,0,0,24
7984361,918,0,0,0,3
7984779,1050,0,0,3,0
7984896,1086,12,0,0,0
7985326,1326,9,0,0,0
7985405,1380,3,0,0,9
7985450,1404,3,6,3,9
7985530,1494,27,0,0,0
7985577,1524,0,3,3,51
7981693,531,0,0,0,0
7982296,585,15,3,3,0
7983401,741,0,0,0,0
7982883,666,0,3,0,0
7983441,747,0,0,0,0
7983516,759,3,0,0,0
7983777,804,0,0,0,0
7983817,813,0,0,0,0
7983841,798,15,0,0,0
7983894,822,0,0,0,0
7983924,825,6,0,0,0
7983995,843,0,3,0,0
7984065,858,0,0,0,0
7984351,918,3,0,0,0
7984638,993,3,0,0,0
7984819,1050,15,0,3,0
7984833,1071,3,0,0,0
7983591,762,6,3,0,3
7983821,810,0,3,0,0
7984112,867,0,0,3,0
7984447,948,0,0,0,0
7985005,1140,0,0,3,3
7985152,1218,0,0,0,0
7985364,1356,0,0,3,0
7983236,714,0,0,0,0
7983859,816,0,0,0,0
7984047,843,9,0,3,0
7984074,861,0,0,0,0
7984130,867,0,0,0,3
7984682,1014,0,0,0,0
7984716,1011,9,0,3,0
7984736,1032,0,0,0,0
7984898,1095,0,0,0,0
7985299,1314,3,0,0,0
7980780,414,0,0,0,0
7982055,576,0,0,0,0
7982533,624,3,0,0,0
7982766,648,3,0,3,0
7982870,669,0,0,0,0
7983128,702,0,0,3,0
7983147,702,0,0,0,0
7983157,705,0,0,3,0
7983324,729,0,0,0,0
7983346,729,0,0,6,3
7983455,747,3,0,3,0
7983638,777,0,0,3,3
7983693,786,0,0,3,0
7983930,831,0,3,0,0
7984181,882,0,0,3,0
7984396,930,3,0,0,0
7985800,11661,15,6,3,27
7982469,615,0,6,0,3
7982607,636,0,0,0,0
7982696,645,3,0,0,0
7982837,663,0,3,0,0
7982965,645,9,12,9,3
7983360,729,0,0,0,3
7983442,750,0,0,0,0
7983539,762,0,0,0,0
7983658,783,0,0,0,0
7983972,828,9,0,0,0
7984081,858,6,0,0,0
7984414,927,0,6,0,3
7982982,675,3,0,0,0
7984194,885,0,0,0,0
7984453,948,0,0,0,0
7984562,975,0,3,0,0
7984606,981,6,0,0,0
7984799,1059,0,0,0,0
7985170,1209,6,0,0,15
7985172,1227,0,0,0,0
7985263,1278,9,0,0,3
7985295,1299,9,0,3,3
7982222,597,0,0,0,0
7984706,1020,0,0,0,0
7984724,1029,0,0,0,0
7984753,1032,6,0,0,0
7984766,1044,0,0,0,0
7984849,1074,0,0,0,6
7984852,1044,0,0,0,33
7985022,1149,3,0,0,0
7985025,1152,0,0,0,0
7985177,1230,0,0,0,0
7985200,1248,0,0,3,0
7985234,1266,0,0,0,0
7985305,1311,3,0,0,0
7985527,1515,0,0,0,0
7981776,534,0,0,3,6
7982708,645,0,0,0,0
7983190,705,0,0,0,3
7983606,774,0,0,0,0
7983659,780,3,3,0,0
7983957,837,3,0,0,0
7984281,900,0,0,0,0
7984677,1008,0,0,0,3
7984734,999,30,0,0,0
7984794,1050,6,0,0,0
7984804,1059,0,0,0,0
7984864,1071,9,0,3,0
7984872,1071,6,9,0,0
7984968,1131,0,0,0,0
7985024,1152,3,3,0,0
7985160,1218,0,0,0,6
7985199,1218,3,3,0,24
7985214,1245,3,0,3,0
7985235,1260,3,0,0,3
7985238,1266,0,6,0,0
7985328,1311,24,0,0,0
7985330,1335,0,0,0,0
7985334,1317,0,6,0,18
7985348,1296,0,0,0,51
7985366,1350,6,0,3,3
7985369,1344,0,3,0,12
7985440,1404,12,0,0,0
7985452,1428,0,0,0,0
7985454,1425,3,0,0,0
7985508,1485,9,0,0,0
7985514,1497,0,0,0,6
7985578,1584,0,0,3,0
7985594,1599,0,0,6,0
7985652,1674,9,3,9,3
7982865,669,0,0,0,0
7982984,666,15,0,0,0
7983751,789,0,0,0,12
7983985,840,0,0,0,3
7981493,507,0,0,0,6
7982600,627,9,0,0,0
7982768,654,0,0,0,0
7983210,711,0,0,0,0
7983315,720,0,0,0,3
7983406,723,0,0,0,18
7983517,750,6,3,3,0
7983597,771,0,0,0,3
7983727,792,0,3,0,0
7983955,834,0,3,0,0
7984324,903,6,3,0,3
7984629,981,9,0,0,3
7984739,1029,3,0,0,3
7980137,276,0,0,0,0
7980633,390,0,0,0,0
7981133,462,3,0,3,0
7985611,1626,0,0,0,0
7981116,459,0,0,0,0
7981675,525,0,0,0,3
7981774,522,21,0,0,0
7982032,558,9,3,0,0
7982037,567,6,3,0,0
7982216,591,3,0,0,0
7982315,606,0,0,0,0
7982322,603,0,0,0,0
7982331,603,3,0,0,0
7982385,606,3,0,3,0
7982430,612,0,0,3,0
7982622,639,0,0,0,0
7982659,642,0,0,0,0
7982714,648,0,0,3,0
7982744,645,6,0,0,0
7982770,642,6,0,0,3
7982885,666,3,0,0,0
7983087,696,0,0,0,0
7983300,726,0,0,0,0
7983355,717,15,0,0,3
7983641,774,3,6,0,3
7983888,816,3,0,3,0
7984097,858,3,0,0,3
7984459,912,12,12,12,3
7983165,702,3,0,0,0
7983180,708,0,0,0,0
7983214,711,0,0,0,0
7983395,741,0,0,0,0
7983501,759,0,0,0,0
7984136,870,0,0,0,3
7984256,888,3,0,0,6
7984300,906,0,0,0,0
7984356,921,0,0,0,0
7985059,1152,15,0,0,0
7980015,21,0,0,0,0
7980142,279,0,0,3,6
7985051,1164,0,0,0,0
7985128,1206,0,0,3,0
7985734,2004,0,0,3,9
7980092,213,0,0,0,0
7980238,318,3,0,0,0
7980256,324,0,0,0,0
7980493,360,0,6,0,0
7980674,384,0,0,12,0
7982114,582,0,0,3,0
7982685,639,0,3,0,0
7982764,654,0,0,0,0
7982792,657,0,0,0,0
7982803,660,0,0,0,0
7982983,678,3,0,0,0
7983182,708,0,0,0,0
7983212,711,0,0,0,0
7983347,726,0,0,0,6
7983379,732,3,0,0,0
7983863,816,3,0,0,0
7984096,861,0,3,0,6
7984211,882,0,3,3,3
7984382,906,0,6,0,15
7984383,924,3,0,0,0
7984477,951,0,0,0,0
7984710,1023,0,0,0,0
7984870,1080,9,0,0,0
7980600,384,0,0,0,0
7980758,408,0,0,0,0
7982033,573,0,0,0,0
7982043,570,0,3,0,0
7982618,636,0,0,0,0
7982823,660,0,0,0,0
7982841,657,0,6,0,0
7982964,678,3,0,0,0
7982986,681,0,0,0,0
7983101,696,0,3,0,0
7983288,726,0,0,0,0
7983444,747,0,0,0,0
7983506,759,0,0,0,0
7983574,768,0,3,0,0
7983618,777,3,0,0,0
7983691,780,9,0,0,0
7983698,786,0,0,0,3
7983769,792,0,0,0,9
7983774,801,3,0,0,0
7983871,813,0,0,6,0
7983878,822,0,0,0,0
7983889,825,0,0,0,0
7983913,828,0,0,3,0
7983945,831,6,0,0,0
7983959,837,0,0,0,0
7984092,861,3,0,0,0
7984103,858,6,6,0,3
7984111,864,0,0,0,6
7984146,870,0,0,0,3
7984160,873,0,0,0,0
7984175,873,3,6,0,0
7984239,888,0,3,3,0
7984259,894,0,0,0,3
7984307,897,9,0,3,0
7984322,906,0,3,0,0
7984366,927,0,0,0,0
7984512,954,0,3,0,3
7984579,978,3,3,3,0
7984586,978,6,0,0,0
7984590,984,0,0,0,0
7984641,990,9,0,0,0
7984721,1017,6,0,3,3
7984857,1080,3,0,0,0
7984875,1062,6,9,3,15
7984922,1101,9,0,0,0
7984965,1122,3,0,0,3
7985043,1164,0,0,0,0
7985117,1197,0,0,0,3
7981804,546,0,0,0,0
7981902,552,3,0,0,0
7982141,582,0,0,0,0
7982550,630,0,0,0,0
7982758,651,0,0,0,0
7982822,654,3,3,0,0
7982918,675,0,0,0,0
7982941,675,0,0,0,0
7982953,678,0,0,0,0
7983507,750,6,0,0,0
7983819,810,3,3,0,0
7982597,636,0,0,0,0
7980301,330,0,0,0,0
7981933,561,0,0,0,0
7983456,753,0,0,0,0
7983537,747,15,0,0,3
7983632,780,0,0,0,0
7984088,861,0,0,0,0
7984118,849,0,0,9,12
7984159,876,0,0,0,0
7984176,876,6,0,0,0
7984330,882,30,0,0,3
7984420,936,0,0,0,0
7984656,1002,0,0,0,0
7984326,909,3,0,0,0
7984413,930,3,0,0,6
7984622,984,6,0,0,0
7984642,996,0,3,3,0
7984900,1083,0,3,6,9
7984933,1113,0,0,0,0
7984946,1101,12,0,0,3
7984961,1119,3,3,3,0
7984992,1134,0,3,0,0
7985016,1149,0,0,0,0
7985203,1236,3,9,0,6
7984049,852,3,0,0,3
7984087,861,0,0,0,0
7984238,888,0,6,0,0
7984559,966,0,0,3,3
7984726,1023,0,3,0,0
7984763,1044,0,0,0,0
7984869,1083,0,0,0,3
7984887,1092,0,0,0,0
7984916,1101,6,0,0,0
7985028,1119,24,0,6,3
7985104,1173,6,0,3,12
7985194,1242,0,0,0,0
7985462,1422,6,0,3,0
7980908,429,0,0,0,0
7981304,486,0,0,0,0
7982264,600,0,0,0,0
7982743,651,0,0,0,0
7982760,645,6,0,0,0
7982775,651,0,6,3,0
7982798,651,3,0,0,0
7983094,696,0,0,0,0
7983380,738,3,0,0,0
7983385,738,0,0,3,0
7983483,750,3,3,0,0
7983578,768,0,0,3,0
7983828,810,3,0,0,3
7983848,807,9,0,0,0
7983874,822,0,0,0,0
7983919,831,0,0,0,0
7984132,870,0,0,3,0
7984304,909,0,0,0,0
7984317,903,6,3,0,0
7984352,921,0,0,0,0
7984375,918,6,3,0,0
7984458,942,9,0,0,0
7984479,954,3,0,0,0
7984522,957,0,0,0,3
7984613,975,0,0,0,15
7984648,996,3,0,0,0
7984652,999,0,0,3,0
7984714,1017,3,3,0,0
7984762,1029,9,0,0,6
7984842,1068,6,3,0,0
7984844,1077,3,0,0,0
7984897,1086,0,6,3,0
7984953,1107,6,0,3,0
7984958,1119,0,3,3,0
7984975,1131,0,0,0,3
7984983,1131,0,0,3,0
7985008,1137,6,0,0,0
7985078,1170,3,3,0,0
7985166,1218,6,3,0,0
7985278,1296,0,0,0,0
7985279,1299,0,0,0,0
7985424,1404,0,0,0,0
7985653,1683,6,0,0,6
7981513,507,3,0,0,0
7984123,102,753,6,0,9
7984282,105,783,15,0,0
7984398,228,705,0,0,0
7984449,813,132,0,0,0
7984493,180,774,0,0,0
7985300,540,768,3,0,0
7985338,546,783,3,0,9
7985401,603,783,3,0,0
7985449,1143,135,27,99,18
7985532,483,1032,6,0,0
7983718,795,0,0,0,0
7983760,801,0,0,0,0
7984220,891,0,0,0,0
7984529,966,0,0,0,0
7984614,987,0,0,0,0
7984750,1032,0,6,0,0
7984780,1053,0,0,0,0
7984808,1047,3,12,0,0
7984890,1095,0,0,0,0
7985129,1206,0,3,0,0
7980533,369,0,0,0,0
7982378,612,0,0,0,0
7982812,660,0,0,0,0
7983474,753,0,0,0,0
7983530,765,0,0,0,0
7983782,801,0,3,0,0
7984122,858,9,3,0,0
7984137,870,3,0,0,0
7984295,897,3,0,3,3
7984399,924,0,6,0,0
7984417,936,0,0,0,0
7984463,945,0,0,0,0
7984472,948,0,0,0,6
7984542,969,0,0,0,0
7984556,963,6,6,0,3
7984632,984,6,0,3,0
7984775,1035,6,9,0,0
7984812,1053,12,0,3,0
7984853,1062,0,3,0,15
7984906,1098,3,3,0,0
7985017,1140,3,0,6,0
7985225,1248,6,0,0,0
7983259,717,0,0,0,3
7983461,750,0,0,3,3
7983514,762,0,0,0,0
7984177,879,0,3,0,0
7984212,882,9,0,0,0
7984278,876,9,0,0,18
7984358,924,0,0,0,0
7984386,912,0,0,3,12
7984601,978,3,3,0,0
7984679,1005,0,3,3,0
7984841,1059,12,6,0,0
7984963,1125,0,0,0,0
7984977,1131,0,3,0,0
7985011,1146,0,3,0,0
7980344,333,0,6,0,0
7981827,540,3,0,0,0
7984758,1032,3,6,0,0
7985079,1164,3,12,0,0
7985089,1179,0,3,0,0
7985198,1230,0,0,0,15
7985227,1257,0,3,0,3
7985251,1254,0,0,0,24
7985313,1317,3,0,0,0
7985318,1320,0,0,3,3
7985325,1335,0,0,0,0
7985362,1353,0,0,3,6
7985390,1377,0,0,0,3
7985420,1389,0,0,0,15
7985455,1332,9,24,30,39
7985540,1509,0,0,9,12
7985551,1521,0,3,0,24
7985559,1521,0,0,0,36
7985580,1578,0,0,3,6
7985582,1581,9,0,0,0
7985584,1587,0,0,0,6
7985589,1581,0,3,0,15
7985597,1590,9,0,12,0
7985598,1593,15,0,0,0
7985607,1611,9,0,3,0
7985624,1641,0,3,0,9
7985628,1659,0,0,0,0
7985632,1662,3,0,0,0
7985644,1677,6,3,0,0
7985645,1683,3,0,0,0
7985649,1683,3,0,0,6
7985657,1689,12,3,3,0
7985677,1764,3,0,0,0
7985680,1773,3,0,0,0
7985690,1779,6,0,0,24
7985694,1815,6,0,0,0
7985695,1818,0,0,3,3
7985703,1812,9,3,6,21
7985707,1827,9,12,3,3
7985708,1854,3,0,0,0
7985722,1929,0,0,0,0
7985736,2019,3,0,0,0
7985755,2202,3,0,3,3
7985762,2244,3,3,0,0
7984551,972,0,0,0,0
7984713,1023,0,0,0,0
7984955,1116,6,0,3,0
7985053,1167,0,0,0,0
7985137,1212,0,0,0,0
7985142,1209,9,0,0,0
7985245,1275,3,0,0,0
7985280,1296,0,3,3,3
7985320,1326,0,3,0,0
7985337,1341,0,0,0,0
7985397,1380,3,0,6,0
7985480,1455,0,0,3,0
7985617,1638,0,3,0,0
7985654,1674,0,0,0,21
7985672,1746,9,0,0,0
7981216,468,0,0,0,6
7984384,915,12,0,0,0
7984767,1044,0,0,0,0
7984954,1122,0,0,0,0
7985087,1167,9,0,3,6
7985098,1188,3,0,0,0
7985112,1188,3,3,0,3
7985126,1194,12,0,0,0
7985167,1197,0,0,30,0
7985196,1245,0,0,0,0
7985218,1227,0,0,0,27
7985277,1290,0,3,0,6
7985303,1311,6,0,0,0
7980346,336,3,0,0,0
7981722,534,0,3,0,0
7982067,576,0,0,0,0
7982599,630,9,0,0,0
7982813,654,0,3,0,6
7983372,729,0,3,3,0
7983555,765,0,0,0,0
7983790,807,0,0,3,0
7983966,825,3,0,3,9
7983129,696,0,0,3,3
7983408,723,3,0,0,15
7983892,816,0,0,6,0
7984302,903,3,0,0,0
7984333,912,3,0,0,3
7984825,1053,6,0,0,9
7984969,1128,0,0,0,0
7985014,1143,3,3,0,0
7985096,1179,9,0,3,0
7985242,1266,3,0,0,0
7985523,1497,12,3,0,0
7980080,162,0,0,0,0
7980118,246,0,0,0,0
7980496,366,0,0,0,0
7980934,432,0,0,0,3
7980948,432,0,0,0,0
7981041,447,0,0,0,0
7981107,456,0,0,0,0
7981772,540,3,0,0,3
7982174,588,0,0,0,0
7983466,747,0,0,0,6
7983478,747,0,3,0,3
7984198,870,6,0,3,3
